R,S,T,I_R,I_S,I_T,Kondisi
237.12,241.16,233.43,1.2,1.3,0.82,1
238.96,239.06,238.93,1.01,1.0,1.03,0
230.49,240.5,233.17,1.37,1.1,1.16,1
242.76,236.9,238.48,1.45,1.23,0.9,1
242.68,242.9,242.7,1.02,1.0,1.02,0
236.73,234.01,236.15,0.93,1.18,1.36,1
231.61,231.49,231.4,1.07,1.1,1.07,0
236.18,236.83,236.37,1.18,1.17,1.18,0
235.23,244.79,239.91,1.18,1.27,1.31,1
240.19,242.01,237.03,1.5,1.08,1.3,1
230.59,230.13,230.82,1.18,1.19,1.17,0
231.48,232.37,232.06,1.09,1.1,1.1,0
233.66,236.97,233.94,1.39,1.32,1.31,1
230.85,230.67,230.93,1.16,1.15,1.17,0
243.47,243.21,230.04,0.84,0.91,1.32,1
237.38,236.75,237.2,1.06,1.04,1.07,0
235.65,235.7,235.84,1.09,1.09,1.1,0
235.03,233.66,233.39,1.29,1.16,1.42,1
237.5,238.89,231.42,1.09,1.28,1.32,1
241.49,235.55,236.86,1.21,1.04,1.48,1
233.37,241.19,236.86,1.2,1.13,1.09,1
232.67,232.58,232.66,1.14,1.15,1.14,0
234.4,234.3,234.01,1.11,1.1,1.09,0
235.44,235.43,236.19,1.05,1.04,1.05,0
240.58,235.35,231.18,1.26,1.3,1.34,1
234.65,234.5,234.26,1.04,1.04,1.04,0
237.99,238.51,238.48,1.09,1.06,1.08,0
235.65,243.18,237.39,1.24,1.42,1.37,1
234.79,234.74,234.21,1.17,1.16,1.16,0
231.91,232.07,231.67,1.02,0.98,1.01,1
244.12,244.4,244.77,1.0,1.02,1.01,0
239.03,238.89,238.73,1.06,1.04,1.06,0
236.16,236.83,231.65,0.93,1.37,0.91,1
235.58,231.83,240.6,1.47,0.88,1.49,1
232.0,232.03,232.0,1.04,1.03,1.04,0
235.26,243.86,239.7,1.36,1.01,1.2,1
234.69,233.21,237.06,1.19,0.93,1.24,1
239.02,243.13,231.03,1.04,1.48,1.38,1
230.77,237.8,238.98,1.21,0.81,1.49,1
234.59,234.88,235.01,1.17,1.16,1.19,0
238.67,243.49,235.7,1.33,1.08,1.4,1
230.58,230.41,231.2,1.08,1.1,1.08,0
236.87,236.94,236.73,1.16,1.18,1.19,0
232.18,232.5,231.93,1.21,1.2,1.18,0
234.92,234.01,242.36,0.94,1.31,1.13,1
235.25,241.34,242.16,1.3,1.1,0.81,1
233.3,237.8,234.92,1.03,1.43,0.84,1
232.73,231.06,241.48,1.42,1.22,1.07,1
240.59,240.65,240.96,1.12,1.13,1.13,0
243.58,244.5,243.56,1.06,1.07,1.03,0
240.16,239.95,240.09,1.02,1.06,1.05,0
240.05,240.26,239.91,1.16,1.17,1.17,0
242.43,242.52,242.19,1.12,1.1,1.11,0
230.71,230.69,230.48,1.12,1.09,1.1,0
242.13,242.02,242.44,1.11,1.13,1.12,0
237.72,237.6,238.35,1.03,1.02,1.04,0
236.01,235.32,236.01,1.05,1.05,1.03,0
244.4,238.09,239.63,1.35,0.89,0.86,1
230.57,234.75,244.92,1.35,1.3,1.42,1
232.07,231.73,231.52,1.02,1.02,1.03,0
231.08,230.68,231.17,1.06,1.04,1.02,0
235.16,234.81,234.83,1.06,1.05,1.07,0
237.62,237.71,237.81,1.01,1.01,0.98,0
230.42,237.66,233.87,0.88,1.28,1.05,1
235.86,235.57,235.49,1.13,1.12,1.11,0
244.17,238.06,238.59,1.41,1.18,1.29,1
232.41,240.28,233.34,1.26,1.21,1.22,1
237.1,239.95,236.51,1.35,0.83,1.44,1
242.6,240.78,230.48,0.83,0.92,1.33,1
230.96,230.34,242.42,0.82,1.22,1.29,1
238.65,240.07,241.08,1.01,0.95,1.07,1
244.03,244.26,244.72,1.0,1.01,0.99,0
236.75,234.03,239.97,1.48,1.27,0.99,1
238.74,235.8,239.37,1.18,1.09,1.26,1
244.94,242.89,233.5,1.47,1.33,1.27,1
232.74,232.64,232.33,1.16,1.14,1.14,0
243.13,242.01,243.08,1.23,0.99,1.2,1
244.49,244.59,244.48,1.08,1.06,1.06,0
241.5,239.23,235.85,1.22,1.16,1.27,1
244.86,239.17,242.93,1.3,1.23,1.08,1
243.4,233.29,243.94,1.23,1.14,1.34,1
242.37,233.36,237.95,1.32,0.88,1.22,1
239.92,240.17,240.06,1.0,0.99,1.0,0
233.7,233.44,234.28,1.1,1.11,1.12,0
244.28,244.36,243.61,1.12,1.1,1.12,0
237.18,236.78,239.48,1.18,1.05,0.81,1
244.27,244.11,243.59,1.05,1.07,1.06,0
242.49,242.1,242.68,1.14,1.15,1.16,0
231.86,231.22,231.07,1.06,1.04,1.05,0
243.14,243.08,242.5,1.05,1.05,1.04,0
238.05,238.35,238.49,1.12,1.11,1.12,0
240.03,234.37,236.35,1.19,0.9,1.43,1
235.42,237.2,239.15,1.4,1.35,1.15,1
241.54,241.93,241.14,1.05,1.06,1.06,0
240.32,238.65,231.79,1.42,1.24,1.47,1
233.98,234.96,234.29,1.05,0.86,1.49,1
235.27,237.0,240.84,0.92,1.24,0.86,1
231.01,230.84,231.27,1.05,1.04,1.03,0
237.39,231.0,241.51,1.34,0.98,1.12,1
238.74,237.97,238.72,1.15,1.16,1.16,0
244.17,244.59,244.33,1.06,1.03,1.04,0
231.48,232.93,242.99,1.48,0.93,0.87,1
235.8,235.87,235.91,1.06,1.07,1.07,0
232.34,232.54,232.57,1.15,1.16,1.18,0
230.12,239.8,236.59,0.94,1.31,1.27,1
232.23,243.81,242.56,1.41,1.27,0.86,1
232.86,232.63,232.84,1.01,1.01,1.01,0
239.92,240.76,239.99,1.4,0.91,1.17,1
244.25,244.78,244.76,1.06,1.07,1.06,0
235.64,233.26,244.52,1.06,0.99,1.09,1
233.77,234.01,233.49,1.04,1.07,1.04,0
243.53,244.06,243.17,1.19,1.19,1.18,0
232.54,239.29,237.27,1.0,0.94,0.95,1
242.04,242.3,242.13,1.13,1.1,1.12,0
238.75,238.04,238.79,1.12,1.1,1.12,0
235.48,233.25,240.78,1.18,0.83,1.23,1
233.77,239.5,239.01,0.93,1.45,1.35,1
237.32,240.71,242.44,1.46,0.86,1.42,1
233.36,233.09,233.43,1.05,1.07,1.05,0
231.29,235.82,238.28,1.14,1.13,1.1,0
238.87,244.39,241.92,1.42,1.25,0.82,1
230.42,236.98,240.71,1.08,1.38,0.93,1
235.86,240.36,243.23,1.18,0.92,0.8,1
232.18,244.46,238.38,0.93,0.95,0.95,1
238.96,239.24,238.84,1.08,1.05,1.06,0
236.86,240.76,242.88,1.4,0.85,1.01,1
237.11,237.25,236.85,1.12,1.1,1.12,0
240.01,240.39,240.18,1.06,1.06,1.08,0
242.82,232.25,242.52,0.98,1.44,1.37,1
235.1,234.59,234.95,1.08,1.06,1.08,0
243.56,244.06,243.48,1.05,1.03,1.06,0
245.24,244.5,244.62,1.16,1.15,1.16,0
239.39,231.45,230.88,1.43,0.87,1.19,1
232.55,241.86,232.62,0.85,0.95,1.36,1
235.06,238.81,231.51,1.38,1.08,1.07,1
230.44,234.68,241.48,1.45,1.02,0.9,1
233.2,233.64,233.52,1.16,1.18,1.14,0
231.64,241.21,234.58,1.33,1.0,0.86,1
240.46,234.03,234.03,1.2,1.13,0.94,1
231.25,230.74,230.75,1.19,1.16,1.19,0
241.32,241.53,235.19,1.14,1.39,1.37,1
230.85,231.17,230.83,1.21,1.19,1.22,0
232.22,231.83,232.25,1.06,1.08,1.08,0
233.18,233.04,233.55,1.06,1.06,1.06,0
230.29,232.38,242.78,0.88,0.96,1.34,1
240.69,239.82,243.28,1.45,0.89,1.47,1
231.29,231.91,231.0,1.02,0.99,1.0,0
230.11,233.71,238.54,1.2,1.23,1.48,1
242.29,240.77,232.22,1.0,0.83,0.86,1
232.9,232.7,233.01,1.06,1.06,1.08,0
237.42,237.62,237.6,1.05,1.04,1.04,0
232.27,237.01,242.27,0.83,1.34,1.0,1
239.09,239.66,239.17,1.11,1.08,1.1,0
241.27,241.27,241.01,1.15,1.14,1.14,0
236.89,237.43,237.3,1.11,1.11,1.13,0
240.16,240.89,240.57,1.08,1.06,1.08,0
230.94,230.85,230.97,1.11,1.12,1.13,0
232.44,233.28,240.1,1.01,0.82,1.24,1
243.89,243.77,243.65,1.11,1.12,1.1,0
231.37,231.82,238.13,0.83,0.91,1.42,1
243.67,239.01,236.72,1.22,1.39,0.88,1
232.9,230.14,244.11,1.29,1.46,1.1,1
234.71,239.7,238.36,1.23,1.4,0.94,1
243.72,244.13,243.57,1.06,1.04,1.04,0
238.12,238.46,241.58,1.31,1.46,1.38,1
231.39,230.8,235.68,1.45,1.28,1.25,1
239.01,238.88,239.38,1.0,1.03,1.03,0
231.35,231.08,231.56,1.02,1.01,1.0,0
235.52,235.5,235.21,1.04,1.04,1.02,0
239.27,239.06,239.93,1.16,1.13,1.14,0
243.48,232.29,231.66,1.24,1.23,1.03,1
237.42,240.87,239.62,1.26,0.94,0.89,1
231.48,231.02,231.53,1.19,1.19,1.19,0
243.01,242.24,242.69,1.18,1.21,1.21,0
230.19,236.8,244.72,0.88,1.29,1.09,1
238.46,239.13,239.19,1.16,1.19,1.17,0
234.37,239.39,230.34,0.91,1.41,1.36,1
236.81,244.53,239.86,1.48,1.37,0.92,1
234.38,234.31,234.93,1.14,1.13,1.12,0
232.71,239.87,242.51,1.34,1.3,1.41,1
240.67,241.49,240.95,1.08,1.08,1.08,0
238.12,237.77,237.55,1.16,1.16,1.13,0
231.46,230.7,231.48,1.07,1.07,1.05,0
242.41,242.34,242.25,1.06,1.05,1.04,0
240.96,235.68,240.03,1.12,1.37,1.22,1
235.69,240.66,240.18,1.1,0.9,0.89,1
234.11,241.85,237.88,1.48,1.22,1.1,1
239.77,240.22,240.03,1.14,1.11,1.11,0
230.35,230.34,230.52,1.04,1.06,1.05,0
233.49,239.63,244.11,1.32,0.84,0.87,1
241.05,236.2,233.65,1.4,1.07,0.92,1
230.95,230.58,230.75,1.2,1.17,1.18,0
234.74,235.32,234.85,1.05,1.05,1.08,0
234.95,230.31,243.43,1.19,1.05,1.34,1
244.03,235.84,238.04,0.92,1.42,0.95,1
233.56,239.64,240.45,1.49,0.84,1.34,1
235.02,231.94,243.81,0.99,1.08,1.16,1
242.19,242.41,236.74,1.37,1.09,0.95,1
235.21,234.87,235.51,1.01,0.99,1.0,0
236.05,235.27,236.09,1.12,1.12,1.13,0
242.94,244.63,240.53,1.34,0.92,0.88,1
232.88,239.21,238.69,0.8,1.07,1.5,1
234.5,241.93,230.93,1.16,1.32,1.42,1
232.64,244.83,235.17,0.82,1.21,1.04,1
237.13,241.48,239.56,0.93,1.42,1.02,1
237.46,231.67,241.76,1.26,1.36,1.19,1
236.84,236.28,238.91,1.45,0.92,0.84,1
236.49,232.84,240.21,1.4,0.8,1.03,1
232.11,231.89,232.32,1.07,1.07,1.1,0
231.1,231.1,231.4,1.15,1.16,1.14,0
244.12,244.42,244.26,1.05,1.06,1.07,0
238.6,238.96,238.66,1.13,1.13,1.12,0
241.67,241.37,241.32,1.06,1.05,1.06,0
233.53,230.11,244.59,0.89,1.37,0.86,1
240.83,244.69,242.27,1.12,1.5,1.09,1
231.95,231.83,231.39,1.09,1.1,1.12,0
237.63,237.65,238.27,1.14,1.15,1.15,0
235.66,235.42,235.99,1.18,1.18,1.18,0
232.74,240.06,233.08,1.06,0.9,0.97,1
236.28,236.17,236.49,1.13,1.1,1.1,0
240.84,232.37,243.16,0.86,0.91,1.11,1
237.77,235.92,243.42,1.29,0.95,1.42,1
239.34,239.2,239.02,1.04,1.04,1.04,0
232.44,243.98,243.46,1.22,0.99,1.42,1
239.66,241.54,234.52,1.18,0.98,0.91,1
238.63,238.87,239.59,1.15,1.16,1.16,0
230.75,230.65,230.47,1.15,1.13,1.12,0
233.07,233.64,233.04,1.07,1.09,1.07,0
232.15,231.9,231.88,1.17,1.15,1.17,0
235.55,231.53,237.96,0.88,1.47,1.13,1
235.96,230.33,232.4,0.88,0.88,0.99,1
239.88,231.15,230.87,1.2,0.99,1.41,1
242.46,241.52,241.57,1.06,1.08,1.09,0
232.95,233.43,232.85,1.0,1.02,1.0,0
236.09,236.32,236.3,1.1,1.1,1.07,0
238.64,238.68,239.23,1.14,1.16,1.15,0
244.05,232.24,231.56,1.35,0.83,1.36,1
234.53,231.2,235.98,1.3,1.04,1.39,1
234.71,242.15,232.76,1.33,0.92,1.02,1
241.23,240.35,232.98,1.26,1.37,0.92,1
238.79,238.15,238.11,1.12,1.13,1.15,0
240.4,240.08,240.16,1.12,1.1,1.11,0
236.66,242.72,235.25,1.08,1.49,1.27,1
243.95,232.91,242.6,0.89,1.19,1.28,1
239.51,230.01,230.43,1.43,1.15,0.94,1
237.53,237.58,237.93,1.19,1.17,1.16,0
244.15,243.8,243.97,1.01,1.03,1.0,0
239.65,243.35,232.29,1.27,1.28,0.84,1
242.44,242.35,242.92,1.13,1.15,1.15,0
239.87,234.83,237.6,1.37,1.37,0.9,1
231.7,231.92,231.23,1.07,1.06,1.07,0
240.75,243.68,244.87,1.43,0.82,1.25,1
235.01,234.92,234.54,1.15,1.15,1.16,0
238.65,240.63,242.03,1.15,0.96,1.28,1
233.97,234.18,233.93,1.12,1.11,1.11,0
235.13,233.94,238.4,1.19,0.86,1.44,1
236.76,233.85,237.13,1.44,0.96,1.47,1
241.58,235.55,236.16,0.86,1.03,1.06,1
244.63,244.8,244.6,1.06,1.04,1.03,0
233.5,233.66,233.91,1.18,1.18,1.2,0
233.42,234.13,233.49,1.15,1.15,1.13,0
237.13,230.65,236.56,1.22,1.0,1.17,1
236.48,236.05,236.54,1.13,1.13,1.15,0
237.04,234.78,236.9,1.43,0.83,0.96,1
240.34,239.87,240.09,1.1,1.11,1.09,0
239.46,240.17,235.04,1.22,1.37,1.03,1
235.27,240.47,240.01,1.39,1.03,0.99,1
231.03,231.03,231.24,1.1,1.07,1.09,0
241.69,233.85,238.09,1.25,1.29,0.81,1
231.79,236.6,230.52,0.83,0.89,0.83,1
243.46,233.29,244.75,1.21,1.47,0.87,1
242.04,241.26,241.15,1.16,1.16,1.16,0
237.15,236.86,236.76,1.08,1.07,1.1,0
232.69,233.61,233.82,1.45,0.94,0.95,1
243.98,238.14,241.74,0.94,1.16,0.91,1
233.61,232.25,243.71,1.14,0.99,1.38,1
232.82,235.35,232.71,1.39,0.9,0.83,1
239.14,239.1,238.58,1.12,1.11,1.11,0
243.92,244.22,244.57,0.94,1.26,0.83,1
240.56,231.18,234.01,0.9,1.13,1.45,1
243.55,243.7,242.85,1.14,1.14,1.16,0
235.6,233.34,235.97,1.44,1.31,0.9,1
232.39,239.23,232.0,0.88,0.9,0.94,1
230.6,230.87,230.9,1.16,1.18,1.14,0
242.25,242.13,241.43,1.03,1.03,1.02,0
232.88,233.25,233.4,1.07,1.08,1.07,0
244.2,244.19,244.47,1.1,1.12,1.1,0
237.17,230.96,236.47,1.36,1.17,0.94,1
236.57,231.85,234.71,0.94,1.29,1.17,1
230.74,241.03,240.11,1.18,0.99,1.22,1
244.44,244.72,230.08,1.34,1.24,1.0,1
240.03,240.04,239.34,1.17,1.2,1.2,0
238.65,233.06,242.08,1.13,0.83,0.84,1
242.33,235.81,233.94,1.35,1.22,1.47,1
236.86,239.39,235.7,1.34,1.38,1.09,1
243.23,243.7,243.56,1.12,1.13,1.14,0
241.47,241.02,241.24,1.12,1.12,1.1,0
231.6,243.92,244.91,1.03,1.44,1.4,1
242.77,242.24,242.76,1.09,1.11,1.11,0
241.86,241.5,241.99,1.15,1.14,1.16,0
241.66,242.02,241.72,1.04,1.02,1.05,0
231.96,243.71,235.45,1.06,0.97,1.42,1
234.15,234.58,234.82,1.21,1.21,1.2,0
231.57,243.5,235.07,1.39,0.92,1.31,1
241.49,242.21,241.65,1.02,1.0,0.99,0
234.68,235.12,234.51,1.09,1.09,1.11,0
242.7,242.44,242.65,0.98,1.01,0.99,0
230.14,233.15,231.28,1.05,1.41,1.41,1
230.61,230.35,230.52,1.17,1.17,1.17,0
233.78,242.61,242.09,0.91,0.93,1.38,1
235.03,234.58,231.48,1.21,0.8,1.46,1
233.89,240.8,240.77,1.04,0.84,1.26,1
242.75,239.17,243.24,1.07,0.99,1.37,1
240.57,240.36,240.72,1.07,1.06,1.06,0
235.1,235.28,234.54,1.11,1.13,1.13,0
235.91,236.43,236.07,1.11,1.12,1.12,0
233.65,233.18,233.96,1.17,1.16,1.16,0
231.19,240.41,242.51,0.88,1.16,1.0,1
239.05,238.82,234.7,1.14,0.98,0.87,1
244.72,244.1,244.89,1.11,1.11,1.12,0
237.85,237.03,237.07,1.16,1.17,1.16,0
242.46,242.74,241.96,1.09,1.08,1.06,0
234.29,234.28,234.73,1.17,1.17,1.17,0
236.14,236.37,236.55,1.04,1.03,1.04,0
244.14,230.92,239.03,1.49,0.99,0.97,1
231.49,231.54,231.51,1.16,1.17,1.16,0
229.99,230.57,230.29,1.17,1.18,1.17,0
238.24,238.23,237.96,1.07,1.06,1.07,0
232.94,237.83,238.63,0.93,1.06,1.25,1
237.69,244.8,231.85,1.17,1.23,1.28,1
230.52,230.46,230.65,1.16,1.15,1.17,0
233.78,234.82,239.21,1.06,1.22,0.91,1
235.23,235.87,237.71,0.89,0.8,1.43,1
234.63,244.27,240.87,0.96,0.96,0.97,1
235.15,235.18,235.44,1.13,1.14,1.14,0
239.12,238.42,238.98,1.08,1.08,1.08,0
230.19,232.3,244.52,1.09,1.43,1.04,1
239.95,239.59,240.1,1.05,1.05,1.05,0
244.53,244.08,244.15,1.17,1.15,1.15,0
242.86,242.57,242.83,1.19,1.17,1.2,0
235.22,243.48,235.4,1.25,0.87,1.37,1
239.37,241.9,237.9,1.09,1.29,1.07,1
239.32,236.9,237.44,1.3,1.13,1.29,1
236.72,240.88,242.27,1.18,1.04,1.28,1
241.57,241.27,241.53,1.09,1.06,1.07,0
236.92,237.21,237.2,1.13,1.12,1.11,0
233.27,234.03,233.63,1.08,1.09,1.09,0
230.34,230.0,244.46,1.17,1.41,1.13,1
242.2,241.98,242.54,1.01,1.0,0.99,0
242.97,231.59,235.04,0.98,1.39,1.25,1
231.23,239.54,233.03,1.29,1.46,1.43,1
237.81,233.43,230.65,0.88,1.09,0.85,1
231.82,241.44,244.8,1.19,0.88,1.4,1
238.85,238.64,238.65,1.19,1.17,1.16,0
236.08,235.74,236.72,1.07,1.06,1.05,0
231.02,237.33,231.02,0.98,1.47,1.06,1
238.6,233.9,240.61,1.27,1.37,1.28,1
238.45,238.56,238.94,1.05,1.03,1.03,0
240.68,235.56,234.28,1.39,1.28,0.84,1
233.58,233.96,233.58,1.06,1.08,1.07,0
237.94,240.99,233.5,1.16,0.9,1.33,1
240.01,240.04,240.24,1.14,1.15,1.12,0
244.45,244.86,244.96,1.14,1.14,1.12,0
232.71,240.46,235.11,1.18,1.48,1.17,1
238.02,237.09,237.16,1.08,1.07,1.04,0
233.11,233.15,233.85,1.03,1.01,1.0,0
233.97,234.07,233.69,1.06,1.06,1.04,0
238.15,238.57,238.08,1.19,1.16,1.18,0
233.74,233.22,233.79,1.18,1.18,1.19,0
243.4,233.41,234.47,0.89,1.35,1.36,1
236.78,230.13,240.03,1.08,1.0,0.9,1
235.71,242.95,241.92,0.97,1.2,1.4,1
240.49,231.98,240.06,1.47,0.94,1.16,1
237.2,237.34,237.3,1.14,1.13,1.11,0
234.01,233.95,233.46,1.11,1.12,1.12,0
240.41,233.4,234.63,0.88,1.5,0.95,1
235.91,235.94,235.84,1.12,1.14,1.15,0
244.54,242.6,244.71,1.45,0.93,0.99,1
231.88,232.01,236.67,1.4,1.34,0.98,1
241.5,241.05,230.38,1.32,1.26,0.85,1
241.24,240.68,240.83,1.14,1.15,1.15,0
242.73,238.43,233.08,1.17,1.28,1.12,1
243.15,239.6,241.41,1.04,0.96,0.88,1
235.53,235.96,236.3,1.07,1.06,1.08,0
241.82,241.65,242.01,1.07,1.06,1.09,0
240.75,238.41,238.46,1.13,1.25,1.0,1
231.79,235.2,231.09,1.19,0.86,1.22,1
232.01,231.85,232.17,1.13,1.13,1.13,0
243.62,243.71,243.76,1.16,1.13,1.14,0
232.2,231.67,232.17,1.15,1.15,1.16,0
242.97,239.77,241.36,1.03,1.11,0.97,1
242.68,242.1,240.06,1.28,0.98,0.88,1
240.63,239.78,239.9,1.12,1.1,1.09,0
239.74,238.97,239.77,1.03,1.05,1.04,0
230.94,235.51,231.25,0.92,1.23,1.14,1
239.23,239.38,239.13,1.1,1.08,1.1,0
236.82,231.34,234.7,0.8,1.08,1.12,1
234.99,244.83,243.53,1.28,0.9,1.03,1
239.18,239.76,239.48,1.17,1.15,1.16,0
237.98,242.94,231.3,1.3,1.0,1.07,1
239.55,234.72,242.82,1.14,1.29,1.38,1
239.61,242.44,238.38,1.45,1.38,1.38,1
239.26,239.9,239.65,1.16,1.15,1.14,0
244.69,231.14,243.01,0.83,1.36,0.97,1
239.08,234.56,233.74,1.08,0.96,0.91,1
241.42,241.07,240.66,1.05,1.06,1.08,0
238.44,238.4,238.1,1.07,1.08,1.07,0
236.45,230.53,230.56,1.36,1.02,0.82,1
242.55,239.46,240.03,0.85,1.05,1.17,1
230.84,231.23,231.19,1.13,1.14,1.13,0
238.09,238.06,232.72,1.02,1.31,1.4,1
240.38,239.04,243.82,0.96,1.08,1.43,1
235.07,234.89,235.25,1.22,1.11,1.21,1
239.89,240.1,239.34,1.16,1.15,1.18,0
238.27,238.35,238.69,1.11,1.09,1.11,0
241.77,240.81,240.89,1.09,1.1,1.1,0
234.87,234.18,234.1,0.99,1.01,0.99,0
243.96,231.36,244.29,1.32,1.38,0.83,1
232.04,231.24,241.5,0.99,0.86,1.38,1
239.06,239.54,240.0,1.09,1.09,1.1,0
232.14,231.66,231.56,1.1,1.11,1.09,0
231.94,236.52,235.55,1.49,1.3,1.48,1
235.44,235.26,235.45,1.01,0.99,1.02,0
240.98,240.88,240.91,1.02,1.0,1.02,0
235.65,235.58,235.5,1.07,1.08,1.1,0
232.13,232.51,232.03,1.04,1.04,1.01,0
232.35,239.13,240.44,1.31,1.27,1.46,1
230.47,230.8,230.54,1.07,1.05,1.05,0
241.99,234.99,232.96,1.07,0.97,1.45,1
243.66,242.96,243.71,1.05,1.04,1.04,0
241.61,242.22,230.8,1.47,0.87,1.26,1
242.99,237.16,243.49,0.94,1.33,1.12,1
238.31,238.3,238.25,1.08,1.07,1.1,0
235.13,234.64,233.77,1.05,0.9,1.1,1
236.17,235.83,235.63,1.08,1.09,1.09,0
241.58,241.51,241.93,1.06,1.04,1.05,0
232.87,232.14,232.7,1.09,1.09,1.11,0
240.86,233.43,237.62,1.24,1.03,1.38,1
236.61,237.13,235.28,1.28,1.43,0.96,1
244.05,232.06,237.1,1.09,1.22,0.85,1
240.49,241.58,234.26,1.3,1.1,0.88,1
236.07,232.57,240.63,0.97,1.34,1.39,1
240.77,243.14,241.65,1.42,1.48,1.17,1
238.23,238.66,238.68,1.05,1.07,1.07,0
237.0,232.75,241.16,1.31,0.86,1.13,1
242.88,243.1,243.44,1.15,1.16,1.16,0
235.22,235.48,235.62,1.17,1.18,1.17,0
241.7,238.39,239.25,1.29,1.45,1.46,1
236.77,235.27,234.73,1.0,1.01,1.13,1
230.61,233.42,238.55,1.45,1.4,1.26,1
234.36,242.28,230.54,0.84,1.35,1.17,1
242.22,232.9,231.7,1.46,1.11,1.33,1
239.72,239.76,239.96,1.22,1.18,1.2,0
240.57,236.57,240.16,1.06,1.14,1.16,1
234.42,239.18,236.29,1.28,1.46,1.05,1
238.77,239.14,238.49,1.05,1.03,1.05,0
244.08,231.15,243.49,0.85,1.16,1.2,1
236.37,242.23,239.81,1.16,0.94,1.45,1
239.51,239.1,239.82,1.09,1.08,1.08,0
237.04,236.5,237.38,1.19,1.19,1.19,0
237.3,235.98,237.7,0.85,0.88,0.96,1
230.01,241.55,239.76,1.0,1.22,1.06,1
234.87,233.45,237.77,1.19,1.1,0.87,1
235.5,235.47,235.36,1.16,1.13,1.17,0
236.19,236.1,235.95,1.16,1.2,1.17,0
235.23,242.82,237.88,1.25,1.26,1.2,1
231.05,231.1,231.75,1.04,1.04,1.04,0
241.77,241.62,241.1,1.2,1.2,1.19,0
235.23,241.81,235.56,1.33,1.5,1.44,1
244.63,232.81,242.85,1.31,1.49,1.46,1
232.02,237.49,234.75,0.92,1.23,0.84,1
230.2,240.58,237.88,1.48,1.29,1.15,1
242.16,239.01,241.79,0.92,1.35,1.44,1
235.03,235.19,235.33,1.12,1.11,1.13,0
243.64,235.32,237.71,0.92,0.81,1.17,1
242.31,242.27,242.07,1.01,1.03,0.99,0
244.48,244.72,244.24,1.11,1.12,1.09,0
234.85,234.21,234.25,1.18,1.18,1.18,0
244.59,244.1,244.58,1.16,1.15,1.16,0
234.99,244.24,236.76,0.83,0.92,1.29,1
239.81,238.17,237.65,1.24,1.02,0.94,1
232.8,231.93,233.16,1.43,1.41,1.15,1
230.1,230.47,230.55,1.16,1.14,1.16,0
244.15,244.65,244.66,1.14,1.15,1.15,0
231.37,231.25,231.27,1.15,1.18,1.15,0
244.58,244.17,244.08,1.18,1.19,1.16,0
242.15,242.03,242.02,1.06,1.07,1.07,0
230.45,240.51,231.07,1.18,1.5,0.8,1
237.68,237.81,238.13,1.2,1.17,1.2,0
231.55,243.99,234.5,0.95,0.89,1.22,1
243.5,236.0,235.83,0.93,1.44,1.29,1
234.87,239.86,239.96,0.95,1.12,0.93,1
236.14,232.64,234.79,0.97,0.85,0.99,1
230.23,230.67,230.26,1.04,1.04,1.06,0
244.31,245.18,245.05,1.15,1.14,1.13,0
231.99,231.9,232.27,1.09,1.08,1.08,0
242.49,242.18,242.95,1.09,1.1,1.09,0
232.56,232.91,239.38,1.37,1.2,0.92,1
236.62,236.7,236.84,1.11,1.12,1.1,0
237.77,240.68,230.71,1.43,1.47,0.97,1
240.75,240.92,240.66,1.06,1.03,1.03,0
239.27,230.02,238.97,0.96,1.27,1.31,1
233.76,233.93,233.97,1.02,1.02,1.03,0
230.47,230.33,230.62,1.15,1.14,1.16,0
232.83,242.09,234.75,1.25,1.22,0.86,1
235.94,235.01,237.42,1.21,1.18,1.44,1
244.11,243.83,244.05,1.16,1.16,1.17,0
239.19,239.26,239.48,1.2,1.19,1.2,0
241.85,240.98,240.89,1.04,1.47,1.01,1
236.61,236.34,235.78,1.12,1.13,1.13,0
233.92,233.9,233.7,1.15,0.88,1.37,1
238.9,238.83,239.3,1.01,1.03,1.04,0
239.5,240.69,243.37,1.4,1.38,0.83,1
234.07,243.01,241.29,1.26,1.06,0.96,1
239.0,230.42,235.76,0.88,1.07,0.99,1
230.65,230.69,230.88,1.09,1.09,1.11,0
234.88,237.64,234.23,1.0,1.05,1.42,1
240.54,240.17,240.43,1.13,1.15,1.14,0
240.82,240.05,240.29,1.14,1.14,1.12,0
239.54,243.96,239.24,1.3,1.24,1.19,1
237.47,242.21,238.74,0.89,1.17,1.07,1
236.93,237.85,234.81,1.46,1.01,0.92,1
238.82,238.42,238.77,1.08,1.1,1.08,0
239.91,231.49,230.95,1.26,1.1,1.36,1
243.82,230.84,230.61,1.33,1.35,1.26,1
233.56,233.38,234.09,1.09,1.07,1.07,0
233.73,233.44,234.05,1.17,1.17,1.16,0
239.07,238.72,238.65,1.18,1.18,1.17,0
239.66,239.46,239.21,1.02,1.01,1.01,0
238.56,234.51,235.69,1.04,1.19,1.38,1
240.24,241.13,240.52,1.15,1.12,1.11,0
238.67,238.33,238.45,1.15,1.16,1.14,0
235.8,231.57,237.39,1.09,1.22,0.98,1
239.3,238.33,239.24,1.48,1.21,0.84,1
237.26,236.63,237.26,1.09,1.11,1.08,0
244.8,239.28,231.53,1.11,0.81,1.34,1
242.51,241.91,242.05,1.18,1.2,1.19,0
